participant_id,condition,freq,intensity,t_transition_ms,from_level,to_level,delta_multiplier,direction,next_transition_ms,n_pre,n_imm,n_rec,pre_mean_dev,pre_sd_dev,imm_mean_dev,delta_dev,rec_mean_dev,peak_dev_0_10s,t_recover_dev_ms,residual_dev_5_10s,residual_dev_10_15s,recover_success
1_LMR,LI_MF,MF,LI,210000,LOW,MID,1.5,up,,349,219,219,4.4258837106017195,2.294201578691079,4.203599680365297,-0.2222840302364224,8.465372718622024,30.398845,0.0,8.465372718622024,1.3132876875025463,1
1_LMR,HI_MF,MF,HI,45000,LOW,HIGH,3.0,up,60000.0,349,217,216,4.696632209169055,2.688258835714458,10.852058410138248,6.155426200969194,9.751274749164278,34.377116,,9.751274749164278,2.3258422462300077,0
1_LMR,HI_MF,MF,HI,60000,HIGH,LOW,3.0,down,105000.0,345,213,213,12.056273272463766,5.607002840139647,1.9796809624413148,-10.076592310022452,-8.26630708467034,5.979331,0.0,-8.26630708467034,-8.9321108057971,1
1_LMR,HI_MF,MF,HI,105000,LOW,HIGH,3.0,up,120000.0,342,215,218,4.527748274853801,2.286840028153116,9.361344479069768,4.833596204215967,8.356605775604914,23.52672,,8.356605775604914,10.147824917634464,0
1_LMR,HI_MF,MF,HI,120000,HIGH,LOW,3.0,down,165000.0,347,216,215,14.404056951008645,6.610104567086966,4.828221388888888,-9.575835562119757,-11.154891885892365,8.795923,0.0,-11.154891885892365,-12.863863251934571,1
1_LMR,HI_MF,MF,HI,165000,LOW,HIGH,3.0,up,180000.0,346,214,218,5.637121994219654,3.796488739713626,12.563346757009345,6.926224762789691,6.26283445532163,29.169084,7751.0,6.26283445532163,10.852260354617556,1
1_LMR,HI_MF,MF,HI,180000,HIGH,LOW,3.0,down,225000.0,351,216,215,14.275029421652421,8.101252686958748,7.543830245370371,-6.7311991762820504,-5.537791165838467,20.935835,0.0,-5.537791165838467,-11.733198604751014,1
1_LMR,HI_MF,MF,HI,225000,LOW,HIGH,3.0,up,,343,216,218,4.236983653061224,2.4686181610881084,11.210325518518518,6.973341865457294,4.572231929507583,22.818116,,4.572231929507583,4.624550828070851,0
1_LMR,LI_HF,HF,LI,20000,LOW,MID,1.5,up,40000.0,346,219,215,2.749276260115607,1.857501810606767,12.141433694063926,9.392157433948318,2.0620602980239275,35.699794,,2.0620602980239275,0.946305721016468,0
1_LMR,LI_HF,HF,LI,40000,MID,LOW,1.5,down,60000.0,343,215,217,5.1284931749271125,2.9294327815846413,2.9289998046511627,-2.19949337027595,-3.369777373083795,6.531297,0.0,-3.369777373083795,-2.0063599871336852,1
1_LMR,LI_HF,HF,LI,60000,LOW,MID,1.5,up,80000.0,347,212,215,3.0381556714697404,1.549444656886031,5.030782009433963,1.9926263379642228,5.0763255796930515,17.588299,,5.0763255796930515,3.52639650992561,0
1_LMR,LI_HF,HF,LI,80000,MID,LOW,1.5,down,100000.0,345,220,211,6.027795130434782,2.897973183685679,5.5017069272727275,-0.5260882031620548,-2.98779029631156,11.097051,3156.0,-2.98779029631156,-3.120160994284548,1
1_LMR,LI_HF,HF,LI,100000,LOW,MID,1.5,up,120000.0,347,215,215,3.918344057636888,2.624195221869639,4.1307713953488365,0.21242733771194855,4.669983616781716,21.230233,,4.669983616781716,5.011669116276154,0
1_LMR,LI_HF,HF,LI,120000,MID,LOW,1.5,down,140000.0,336,215,214,7.866548032738094,4.5443442123416995,3.727044027906977,-4.139504004831117,2.1816392896918133,23.41653,0.0,2.1816392896918133,-1.4321989341465455,1
1_LMR,LI_HF,HF,LI,140000,LOW,MID,1.5,up,160000.0,349,210,219,5.361000005730658,3.4865284522302527,7.793119419047619,2.4321194133169604,5.967794437191716,20.781648,,5.967794437191716,3.5800487905656366,0
1_LMR,LI_HF,HF,LI,160000,MID,LOW,1.5,down,180000.0,347,219,214,9.016985040345821,4.184609875628372,5.569090593607305,-3.447894446738516,-4.673282802028063,9.892929,0.0,-4.673282802028063,-4.691103802481742,1
1_LMR,LI_HF,HF,LI,180000,LOW,MID,1.5,up,200000.0,338,213,214,4.344510402366864,2.209513339129685,13.571994863849767,9.227484461482902,11.948914060249958,34.280657,,11.948914060249958,0.711613252178589,0
1_LMR,LI_HF,HF,LI,200000,MID,LOW,1.5,down,220000.0,353,213,219,5.148238889518414,2.3439408036081306,4.945786286384977,-0.2024526031334366,1.5252883616231392,9.245392,2099.0,1.5252883616231392,-2.6938281745651427,1
1_LMR,LI_HF,HF,LI,220000,LOW,MID,1.5,up,,344,218,212,3.1783723779069772,1.6087070778031356,6.4316689724770635,3.2532965945700862,2.551701357942079,14.61226,,2.551701357942079,2.8597881056610968,0
