participant_id,condition,freq,intensity,t_transition_ms,from_level,to_level,delta_multiplier,direction,next_transition_ms,n_pre,n_imm,n_rec,pre_mean_dev,pre_sd_dev,imm_mean_dev,delta_dev,rec_mean_dev,peak_dev_0_10s,t_recover_dev_ms,residual_dev_5_10s,residual_dev_10_15s,recover_success,tail_t_start_ms,tail_n_samples,tail_mean_dev,tail_rmse_dev,tail_std_dev,tail_hit_ratio,tail_time_to_stable_ms,steady_n_samples,steady_mean_dev,steady_rmse_dev,steady_std_dev,steady_hit_ratio,steady_slope_dev,cumulative_delta_dev,mean_recover_success_ratio
9_LSS,LI_LF,LF,LI,240000,MID,TAIL,1.5,down,,339,205,210,13.311720292035396,7.696548276069532,5.663067863414634,-7.648652428620762,-6.74767481584492,11.466794,0.0,-6.74767481584492,-9.173679563880057,1,240000,1887,5.310984925808161,5.768127677604072,2.250496839140331,1.0,3298.0,1670,5.275670296407186,5.744432155470658,2.2728404502763038,1.0,-0.04182449905468161,1.5971502024822666,0.3333333333333333
9_LSS,HI_LF,LF,HI,240000,HIGH,TAIL,3.0,down,,334,211,210,17.592525314371258,6.650163063648189,23.295745725118483,5.703220410747225,-10.912967138180782,48.203069,2360.0,-10.912967138180782,-12.311425511486643,1,240000,1881,8.825081997341838,11.956755338896668,8.067336981583637,0.9925571504518873,3111.0,1665,6.991822603003003,7.8220896960231565,3.507064855512077,1.0,0.057369225285340025,7.167652680206803,0.3333333333333333
9_LSS,HI_HF,HF,HI,240000,HIGH,TAIL,3.0,down,,333,204,211,20.836177702702702,12.569560364971668,3.505660436274509,-17.330517266428192,-9.438618631612655,17.429611,0.0,-9.438618631612655,-17.86402630074192,1,240000,1878,5.824479106496272,6.792557965380606,3.494894397695572,1.0,0.0,1793,5.979455090351366,6.922416774524097,3.48797517518169,1.0,-0.029012438006396846,2.508623253464111,0.45454545454545453
9_LSS,BASE,BASE,NONE,240000,LOW,TAIL,0.0,down,,335,210,209,7.009860447761194,2.4338701149201656,6.056137042857142,-0.9537234049040517,-3.788292620009998,9.465374,1029.0,-3.788292620009998,-0.40881771442786086,1,240000,1889,5.704471286924298,6.36348319840115,2.8200932170745636,1.0,0.0,1805,5.599249785595568,6.2702893825738535,2.8222208949205925,1.0,0.08869330645116615,,
9_LSS,LI_HF,HF,LI,240000,MID,TAIL,1.5,down,,332,209,213,8.523283596385543,4.780853073911575,3.467636086124402,-5.0556475102611405,2.617103582018215,15.616512,0.0,2.617103582018215,-0.8961269476050555,1,240000,1879,6.772192858967536,7.633181810395636,3.5217706386850245,1.0,0.0,1796,6.911554631403119,7.749273932269295,3.504519803693301,1.0,-0.029113165100170552,-0.5365876683458409,0.7272727272727273
9_LSS,LI_MF,MF,LI,240000,MID,TAIL,1.5,down,,334,213,212,10.138727535928144,5.863365614670073,8.004742643192488,-2.133984892735656,-0.3414712576262584,23.495936,856.0,-0.3414712576262584,2.667887492507873,1,240000,1887,7.914354424483307,9.16116549247996,4.614103079068245,1.0,2071.0,1713,7.773488567425569,8.888282509834587,4.3098075904540565,1.0,-0.2153299040710928,-0.6275075492682642,0.5714285714285714
9_LSS,HI_MF,MF,HI,240000,HIGH,TAIL,3.0,down,,341,209,211,11.440381850439882,5.383605879405442,6.123766779904305,-5.316615070535577,-1.2243137272171314,17.027577,76.0,-1.2243137272171314,-5.03575849607095,1,240000,1889,6.4691970598200115,7.484831593130435,3.7645973727265485,1.0,1128.0,1761,6.443605928449745,7.384553078542488,3.6071549465830595,1.0,-0.0370188680094096,-0.6001846996216357,0.42857142857142855
10_CYW,BASE,BASE,NONE,240000,LOW,TAIL,0.0,down,,336,208,208,4.852864782738095,3.143512638100511,5.974400456730769,1.1215356739926738,4.80657630860806,19.884304,5164.0,4.80657630860806,0.8216048757984904,1,240000,1878,6.174683069222577,7.151898284714424,3.608730811456733,1.0,5137.0,1580,6.240340694303797,7.287156190149561,3.763082959310235,1.0,-0.0563059027530838,,
10_CYW,LI_HF,HF,LI,240000,MID,TAIL,1.5,down,,335,209,210,10.904198674626866,5.538690361099171,5.14705538755981,-5.757143287067056,3.364351258706469,27.786936,0.0,3.364351258706469,-6.007592650236622,1,240000,1890,8.226809116402116,10.482296672160437,6.496010720855442,1.0,0.0,1807,8.326337208633094,10.636068286337164,6.618010069481553,1.0,-0.012950552373812419,-0.24247003791620114,0.5454545454545454
10_CYW,HI_LF,LF,HI,240000,HIGH,TAIL,3.0,down,,333,208,207,15.110886948948949,9.17351326748354,12.231477995192309,-2.8794089537566396,-11.338714842668756,26.018777,931.0,-11.338714842668756,-11.003962154690576,1,240000,1878,10.376715627263048,13.09596469905477,7.98924678488552,1.0,2002.0,1712,9.99533157885514,12.656698780825822,7.7643654381603575,1.0,0.1605934636245941,5.895680453519847,0.3333333333333333
10_CYW,LI_MF,MF,LI,240000,MID,TAIL,1.5,down,,334,209,214,20.774119541916168,8.999699772498825,11.892937339712919,-8.881182202203249,-7.604355308271305,26.60464,0.0,-7.604355308271305,-10.348212875249503,1,240000,1898,14.277609917808219,16.756933402586952,8.771811220816296,0.987881981032666,526.0,1794,14.251592053511706,16.7990809214287,8.893887999350552,0.9871794871794872,0.1656135181859772,-0.9670178645525416,0.8571428571428571
10_CYW,HI_MF,MF,HI,240000,HIGH,TAIL,3.0,down,,335,204,207,28.9772289761194,12.228498510908201,32.73683941666667,3.75961044054727,-23.3349078408537,52.866988,1440.0,-23.3349078408537,-19.205992534804846,1,240000,1888,10.823494456567797,14.197016506614148,9.187341587081693,0.9851694915254238,5307.0,1589,8.231936497168029,9.021986636647245,3.692081307126702,1.0,-0.020276802744853217,5.756148765602433,0.42857142857142855
