participant_id,condition,n_events,peak_mean,peak_p95,delta_mean,delta_med,trec_med,trec_mean,recover_success_rate,resid_11_14s_mean,freq,intensity
4_QHL,LI_LF,3,25.797191666666667,27.2360014,3.9802151557223553,3.931722938372092,3497.0,3343.6666666666665,1.0,0.8090642523014772,LF,LI
4_QHL,LI_MF,7,26.664775,36.30367439999999,1.4294639020042015,-1.8694707371448924,0.0,1810.4,0.7142857142857143,4.1271600171009615,MF,LI
5_WZM,HI_HF,11,28.068333181818183,43.537073500000005,2.2250739091597445,6.773475583606357,0.0,1703.3333333333333,0.5454545454545454,-11.87887260660429,HF,HI
5_WZM,HI_LF,3,26.950188999999998,32.7568781,0.8884027650080141,8.647447394395282,0.0,0.0,0.3333333333333333,5.247411178763858,LF,HI
5_WZM,HI_MF,7,23.217321,39.39088829999999,1.1541621447209074,7.569465234552088,0.0,0.0,0.42857142857142855,2.077244448362742,MF,HI
5_WZM,LI_HF,11,21.201689181818182,33.085161,-1.3856692820509768,0.3806413744725416,0.0,0.0,0.5454545454545454,0.48049465324502094,HF,LI
5_WZM,LI_LF,3,19.023041000000003,21.3022176,3.9098250306667097,4.388884221644293,3934.0,3934.0,0.3333333333333333,0.8786245327373701,LF,LI
5_WZM,LI_MF,7,16.21287242857143,25.783403499999995,0.9340951251209161,1.3758584895214971,1082.0,923.0,0.42857142857142855,0.8410418876476561,MF,LI
6_HRB,HI_HF,11,15.385290363636363,22.950159,0.4994429869454045,3.243492175797659,0.0,179.0,0.45454545454545453,-4.397233237921355,HF,HI
6_HRB,HI_LF,3,20.296158333333334,32.502207799999994,2.845625371733229,5.329497594219567,0.0,0.0,0.3333333333333333,1.5398093278978473,LF,HI
6_HRB,HI_MF,7,15.711718571428573,25.3412336,0.8045384290054906,3.862989455679012,0.0,0.0,0.42857142857142855,1.644239749889689,MF,HI
6_HRB,LI_HF,11,10.952937909090908,15.790909,-0.4897680882001403,0.7491679187752109,0.0,1108.142857142857,0.6363636363636364,0.22945643085389056,HF,LI
6_HRB,LI_LF,3,11.844827,15.2406145,0.6918356541914993,1.7729763966853411,0.0,0.0,0.3333333333333333,0.891467070949964,LF,LI
6_HRB,LI_MF,7,10.356525571428572,14.924773499999999,-0.22820311991136774,0.4756467782776972,0.0,652.3333333333334,0.42857142857142855,0.8029692941763488,MF,LI
7_XJ,HI_HF,11,34.13079463636364,48.245763,3.1413994930370026,5.796978433586574,31.0,606.0,0.45454545454545453,-6.6045558115278,HF,HI
7_XJ,HI_LF,3,36.04335566666666,49.482018700000005,7.045843877736335,13.357837223516498,0.0,0.0,0.3333333333333333,6.537098872765466,LF,HI
7_XJ,HI_MF,7,32.95690442857143,41.4997798,3.847490969204152,8.05058779249886,0.0,259.3333333333333,0.42857142857142855,0.7384918397696015,MF,HI
7_XJ,LI_HF,11,22.31395090909091,29.850289500000002,0.41974695812386104,1.3918912266834766,0.0,1364.5,0.7272727272727273,1.4518280287985654,HF,LI
7_XJ,LI_LF,3,20.345909666666667,21.970636900000002,1.8674001496803108,3.251294772539601,494.0,494.0,0.3333333333333333,0.8533133576553308,LF,LI
7_XJ,LI_MF,7,18.489145285714283,28.820992799999992,0.5499498546992939,1.2870377996692204,0.0,1582.6,0.7142857142857143,0.8451669166632142,MF,LI
8_SFM,HI_HF,11,13.515556363636364,25.0336315,-0.5868422877330078,0.0444686216778267,0.0,879.1111111111111,0.8181818181818182,-1.8168158520719866,HF,HI
8_SFM,HI_LF,3,15.361270333333332,16.5121585,-3.682614981175332,-2.8865237652531937,0.0,0.0,1.0,1.4640628778312494,LF,HI
8_SFM,HI_MF,7,19.589402857142858,30.715746299999996,-2.110709179367047,-0.8143864396713063,0.0,162.16666666666666,0.8571428571428571,4.1553390967676895,MF,HI
8_SFM,LI_HF,11,21.673621909090908,35.568795,-0.5746183059916989,-0.1376172808813303,0.0,1312.6,0.9090909090909091,0.18624793354056185,HF,LI
8_SFM,LI_LF,3,15.920556666666668,20.2514203,-3.4481857370478366,-2.1158912782750736,0.0,515.6666666666666,1.0,-5.403585720363321,LF,LI
8_SFM,LI_MF,7,20.262176857142858,34.731697499999996,-0.014849625295314714,-0.0063124661359932,2419.0,2600.5714285714284,1.0,0.17091810605239058,MF,LI
9_LSS,HI_HF,11,34.88426172727273,52.42868,2.5086232534641106,10.410456833543542,0.0,1628.6666666666667,0.5454545454545454,-13.803017169183425,HF,HI
9_LSS,HI_LF,3,39.26304666666667,58.0376688,7.167652680206802,13.115074688092744,0.0,0.0,0.3333333333333333,14.211550680453882,LF,HI
9_LSS,HI_MF,7,24.015982285714284,33.1008768,-0.6001846996216355,3.755509808041877,0.0,2415.5,0.5714285714285714,-0.32622685444748445,MF,HI
9_LSS,LI_HF,11,18.544521727272727,28.243386,-0.5365876683458407,-1.2729628614523918,0.0,804.7142857142857,0.6363636363636364,1.8357071585420395,HF,LI
9_LSS,LI_LF,3,31.849450666666666,44.3041708,1.5971502024822666,1.816710082670336,0.0,0.0,0.3333333333333333,5.933430481777562,LF,LI
9_LSS,LI_MF,7,23.95600742857143,48.51543399999998,-0.6275075492682641,0.5791183918217291,0.0,2081.0,0.7142857142857143,2.454168338951344,MF,LI
