participant_id,condition,n_events,peak_mean,peak_p95,imm_mean,rec_mean,delta_mean,delta_med,trec_med,trec_mean,recover_success_rate,resid_5_10s_mean,freq,intensity
12_ZTH,LI_LF,3,25.638687,31.043778999999997,16.106532254986266,1.8444841949583832,4.442685741376828,6.953789412307696,0.0,0.0,0.3333333333333333,1.8444841949583832,LF,LI
12_ZTH,LI_MF,7,33.63034957142857,43.4545282,14.514717455797113,-0.006642057759415414,-0.6696283477100015,-0.8410910554806819,0.0,29.25,0.5714285714285714,-0.006642057759415414,MF,LI
13_LQL,HI_HF,11,55.626028818181815,94.4370685,24.477953049497515,-2.179122635405344,0.9568273866969661,4.358066467640867,0.0,0.0,0.45454545454545453,-2.179122635405344,HF,HI
13_LQL,HI_LF,3,51.28749033333333,72.63832359999999,21.11502273162758,3.0961372535695855,2.583629065617961,15.218661300598889,0.0,0.0,0.3333333333333333,3.0961372535695855,LF,HI
13_LQL,HI_MF,7,57.60008285714286,81.9967486,27.053570173099477,2.245023672417031,5.50206589151046,-2.495327090103906,0.0,28.0,0.5714285714285714,2.245023672417031,MF,HI
13_LQL,LI_HF,11,47.07875236363636,69.5065865,20.233811927171345,0.05868555856185509,2.2485990861938316,0.9670463723186912,1299.0,2409.777777777778,0.8181818181818182,0.05868555856185509,HF,LI
13_LQL,LI_LF,3,45.197383,54.2494217,19.721409705303483,1.305554744046357,2.846412056606383,2.6315146563519143,0.0,0.0,0.3333333333333333,1.305554744046357,LF,LI
13_LQL,LI_MF,7,37.49439,45.818141,17.202013662067355,1.175247616190475,0.3224339566357775,2.881063797921975,0.0,1791.75,0.5714285714285714,1.175247616190475,MF,LI
14_DWZ,HI_HF,11,37.16530681818182,57.209734499999996,16.514008605857185,-0.08099130586504266,2.465381947827686,8.862774647850703,0.0,97.6,0.45454545454545453,-0.08099130586504266,HF,HI
14_DWZ,HI_LF,3,57.924025,74.1176125,27.07546779191925,11.714316592860365,14.890618554627546,17.929440543665827,298.0,298.0,0.3333333333333333,11.714316592860365,LF,HI
14_DWZ,HI_MF,7,44.847934,65.94688579999999,20.075413212870664,3.5356712320927826,4.047566757051382,10.947468693574187,0.0,470.0,0.42857142857142855,3.5356712320927826,MF,HI
14_DWZ,LI_HF,11,32.04661618181819,50.169032,11.783756482632178,2.7494085478433,1.5860115993168884,5.5818095263864045,0.0,333.8,0.45454545454545453,2.7494085478433,HF,LI
14_DWZ,LI_LF,3,31.77250033333333,33.789607499999995,16.35508417782619,-0.32501038153262657,3.6478892458492003,5.891647935392484,3041.5,3041.5,0.6666666666666666,-0.32501038153262657,LF,LI
14_DWZ,LI_MF,7,35.49309842857143,46.7128745,14.860669825534794,4.3678887542767475,3.139823262960681,5.375629954761905,0.0,0.0,0.42857142857142855,4.3678887542767475,MF,LI
15_ZYJ,HI_HF,11,65.85473163636362,109.056393,27.37872768851132,4.512145878481337,8.619177110000383,16.597963149058018,0.0,784.4,0.45454545454545453,4.512145878481337,HF,HI
